PRODUTOS,VALOR VENDA ,CUSTO PRODUTO,MÊS,RECEITA,LUCRO ,NÚMERO DE PRODUTOS VENDIDOS,CATEGORIA
 PAINEL DE LED LUX 62X62 36W SOBREPOR 3000K,350,191, NOVEMBRO,6300,2862,18,PAINEL
 PAINEL LED LUX 62X62 36W EMBUTIR 4000K 2520LM,315,174.99, NOVEMBRO,4095,1820.13,13,PAINEL
 PAINEL LED LUX 40X40 SPBREPOR 4000K,260,157.5, NOVEMBRO,3900,1537.5,15,PAINEL
 PAINEL LED LUX 40X40 32W 4000K EMBUTIT,220,110.64, NOVEMBRO,2420,1202.96,11,PAINEL
 PLAFON LED 24w QUADRADO SOBREPOR 4000K,90,41.49, NOVEMBRO,3510,1891.89,39,PLAFON
 PAINEL LED 18W LUX QUADRADO SOBREPOR 4000K,55,28.32, NOVEMBRO,2200,1067.2,40,PAINEL
 PAINEL LED 12W QUADRADO SOBREPOR 4000K,40,22.66, NOVEMBRO,680,294.78,17,PAINEL
 PAINEL LED 18W LUX REDONDO QUADRADO SOBREPOR 4000K,50,24.24, NOVEMBRO,1950,1004.64,39,PAINEL
 PLAFON 18W QUADRADO EMBUTIE 4000K,55,25.2, NOVEMBRO,1595,864.2,29,PLAFON
 PAINEL LED 12W REDONDO EMBUTIR 4000K,35,20.22, NOVEMBRO,385,162.58,11,PAINEL
 PENDENTE TASCHIBRA TEARS 5XE27 PRETA,250,134.56, NOVEMBRO,500,230.88,2,PENDENTE
 DRIVE PARA PAINEL LED 24W AUTOVOLT,25,11.33, NOVEMBRO,650,355.42,26,DRIVE
 DRIVE PARA PAINEL LED 18W LUX AUTOVOLT,20,9.24, NOVEMBRO,560,301.28,28,DRIVE
 PAINEL LED 24W QUADRADO SOBREPOR 3000K,80,38.95, NOVEMBRO,3280,1683.05,41,PAINEL
 PAINEL DE LED 18W QUADRADO SOBREPOR 3000K,65,32.79, NOVEMBRO,2535,1256.19,39,PAINEL
 PAINEL LED 12W LUX QUADRADO SOBREPOR 3000K,50,24.4, NOVEMBRO,1300,665.6,26,PAINEL
 PAINEL LED 18W LUX QUADRADO EMBUTIR - 3000K,55,27.99, NOVEMBRO,2035,999.37,37,PAINEL
 PENDENTE BALOON 1xE27 BRANCA,140,81, NOVEMBRO,420,177,3,PENDENTE
 PENDENTE BALOON 1xE27 PRETO,140,83.58, NOVEMBRO,140,56.42,1,PENDENTE
 REFLETOR LED 50W 6500K PRETO,180,91.4, NOVEMBRO,2880,1417.6,16,REFLETOR
 LAMPADA MINI DICROICA 3.5W 3000K 210LM,25,13.73, NOVEMBRO,675,304.29,27,LAMPADA
 REFLETOR LED 30W 3000K PRETO,120,66.78, NOVEMBRO,2520,1117.62,21,REFLETOR
 REFLETOR TR LRD 10W SLIM 6500K PRETO,60,34.09, NOVEMBRO,2040,880.94,34,REFLETOR
 REFLETOR TR LED 10W SLIM 3000K PRETO,55,27.3, NOVEMBRO,2090,1052.6,38,REFLETOR
 LAMPADA LED FIREWORKS VINTAGE D95,100,57.29, NOVEMBRO,2300,982.33,23,LAMPADA
 LAMPADA LED FIREWORKS VINTAGE G125,120,65.68, NOVEMBRO,1680,760.48,14,LAMPADA
 LAMP LED AR111 24° 12W 2700K,100,59.19, NOVEMBRO,3700,1509.97,37,LAMP
 LAMPADA LED AR70 4.8W 2700K DIMERIZAVEL GU10,90,51.25, NOVEMBRO,5220,2247.5,58,LAMPADA
 LAMPADA MINI DICROICA DIMERIZAVEL 3.5W 3000K 210LM,60,33.2, NOVEMBRO,900,402,15,LAMPADA
 LUMINARIA DE EMERGENCIA LED PRATIC,40,23.98, NOVEMBRO,2720,1089.36,68,LUMINARIA
 PENDENTE TASCHIBRA DOT METAL E COBRE,80,48.02, NOVEMBRO,80,31.98,1,PENDENTE
 TARTARUGA FORCE LED 12W 3000K,70,40.08, NOVEMBRO,70,29.92,1,TARTARUGA
 LAM.LED FILAMENTO VINTAGE DIM. ST64 127V AMBAR,50,28.76, NOVEMBRO,700,297.36,14,LAM.LED
 LAMPADA LED FILAMENTO VINTAGE GLOBO G80 AMBAR,45,24.44, NOVEMBRO,855,390.64,19,LAMPADA
 LAMPADA LED FILAMENTO VINTAGE ST64 AMBAR,40,22.6, NOVEMBRO,1000,435,25,LAMPADA
 LAMPADA LED FILAMENTO VINTAGE 4W ST AMBAR,40,19.9, NOVEMBRO,1080,542.7,27,LAMPADA
 PENDENTE TASCHIBRA AISHA BOREAL CONHAQUE 1xE27,120,70.33, NOVEMBRO,360,149.01,3,PENDENTE
 PENDENTE TASCHIBRA SARAH BOREAL CONHAQUE 1xE27,120,74.37, NOVEMBRO,120,45.63,1,PENDENTE
 PENDENTE TASCHIBRA YASMIN BOREAL CONHAQUE 1xE27,110,66.73, NOVEMBRO,110,43.27,1,PENDENTE
 VELA LED DECORATIVA 15 CM PILHA AMARELO,24.99,14.85, NOVEMBRO,274.89,111.54,11,VELA
 VELA LED DECORATIVA 10CM PILHA AMARELA,22.99,13.99, NOVEMBRO,160.93,63,7,VELA
 PENDENTE TASCHIBRA LAYLA P CANELADO CONHAQUE 1xE27,120,76.51, NOVEMBRO,240,86.98,2,PENDENTE
 PENDENTE TASCHIBRA BADIH P BOREAL CONHAQUE 1xE27 PT,120,73.4, NOVEMBRO,120,46.6,1,PENDENTE
 LAMP.LED TKL 30 4.9W 6500K,10,6.3, NOVEMBRO,520,192.4,52,LAMP.LED
 LAMPADA LED TKL30 4.9W 3000K 400LM,10,5.39, NOVEMBRO,670,308.87,67,LAMPADA
 DRIVE TASCHIBRA PARA PAINEL LED 30 / 24W AUTO VOLT,20,11.39, NOVEMBRO,40,17.22,2,DRIVE
 DRIVE TASCHIBRA PARA PAINEL LED 22 / 18W AUTO VOLT,20,9.29, NOVEMBRO,200,107.1,10,DRIVE
 LUMINARIA LED SLIM 20 EMB. 4000K BRANCA,310,177.56, NOVEMBRO,0,0,0,LUMINARIA
 LUMINARIA LED SLIM 10 EMB. 4000K BRANCA,180,87.5, NOVEMBRO,0,0,0,LUMINARIA
 PLAFON LED QUADRADO 18W SOB.3000K,70,37.83, NOVEMBRO,560,257.36,8,PLAFON
 PLAFON LED REDONDO 18W SOB.3000K,80,33.71, NOVEMBRO,880,509.19,11,PLAFON
 PAINEL LED 3W QUADRADO EMBUTIR 3000K,20,10.8, NOVEMBRO,400,184,20,PAINEL
 PAINEL LED 3W REDONDO EMBUTIR 3000K,20,10.26, NOVEMBRO,360,175.32,18,PAINEL
 SPOT EMB.LED 5W 3000K QUADRADO,35,21.51, NOVEMBRO,1225,472.15,35,SPOT
 DIFUSOR EM POLICARBONATO PARA TKL 5400,50,34.55, NOVEMBRO,750,231.75,15,DIFUSOR
 LAM.HIGH LED 5400 61W 6500K E27,279,176.51, NOVEMBRO,558,204.98,2,LAM.HIGH
 LAM.LED TDL35 4.9W 350LM 3000K GU10 DICROICA,20,11, NOVEMBRO,240,108,12,LAM.LED
 LAM.LED 250 3000K GU10,18,14.8, NOVEMBRO,576,102.4,32,LAM.LED
 ESPETO LED SOLAR PRATIC 3000K,60,43.63, NOVEMBRO,720,196.44,12,ESPETO
 LAMP HIGH LED TKL 4800 E27 6500K,200,19.54, NOVEMBRO,0,0,0,LAMP
 LAMP HIGH LED TKL 3600 E27 6500K,120,78.2, NOVEMBRO,960,334.4,8,LAMP
 LAMP HIGH LED TKL 2700 E27 6500K,70,37.44, NOVEMBRO,770,358.16,11,LAMP
 PAINEL LED 30 QUADRADO 24W EMBUTIR 4000K,80,48.34, NOVEMBRO,1280,506.56,16,PAINEL
 PAINEL LED 18W EMB.4000K,50,28.01, NOVEMBRO,800,351.84,16,PAINEL
 PLAFON LED 12W 4000K EMBUTIR QUADRADO PAINEL DE LED BRANCO,35,18.27, NOVEMBRO,805,384.79,23,PLAFON
 PLAFON LED 12W 4000K EMBUTIR REDONDO PAINEL DE LED BRANCO,38,22.49, NOVEMBRO,874,356.73,23,PLAFON
 PAINEL LED 30 QUADRADO 24W SOBREPOR 4000K,110,54.83, NOVEMBRO,330,165.51,3,PAINEL
 PAINEL DE LED 22 QUADRADO SOBREPOR 4000K,60,33.26, NOVEMBRO,660,294.14,11,PAINEL
 PAINEL LED 12W QUADRADO SOBREPOR 4000K,40,21.76, NOVEMBRO,600,273.6,15,PAINEL
 LAM.LED G9 3W 200LM 3000K HALLOPIN,35,20.61, NOVEMBRO,840,345.36,24,LAM.LED
 LAM.LED TKL 1400 6500K,33,19.67, NOVEMBRO,1023,413.23,31,LAM.LED
 LAM.LED VELA TVL 250 CLARA 3000K,30,13, NOVEMBRO,1140,646,38,LAM.LED
 LAMPADA LED TKL100 15W 6500K 1507LM,30,12.6, NOVEMBRO,1110,643.8,37,LAMPADA
 LAMP LED BULBO TKL 15W 1507lm E27 3000K,30,16.87, NOVEMBRO,600,262.6,20,LAMP
 LAMP LED BULBO TKL 11W 1100lm E27 6500K,30,18.68, NOVEMBRO,810,305.64,27,LAMP
 LAMPADA LED TKL75 9.9W 4000K 1018LM,17,8.39, NOVEMBRO,374,189.42,22,LAMPADA
 LAMPADA LED TKL75 9.9W 3000K 1018LM,18,9.74, NOVEMBRO,378,173.46,21,LAMPADA
 PENDENTE ARAMADO UNI 605 1XE27,480,217.98, NOVEMBRO,0,0,0,PENDENTE
 CALHA BRILHARE 2X16 LED BRANCA,70,40.06, NOVEMBRO,140,59.88,2,CALHA
 LUMINARIA FIT LED 1X9W AUTOVOLT 6500k BRANCA,70,44.22, NOVEMBRO,0,0,0,LUMINARIA
 LAMP LED PAR 20 7W VERDE IP65 E27,40,25.38, NOVEMBRO,1120,409.36,28,LAMP
 PLAFON LED QUADRADO FIT TSQL 18W / 22W 3000K,50,26.74, NOVEMBRO,350,162.82,7,PLAFON
 PLAFON LED 22 REDONDO EMB. 3000K,60,29.21, NOVEMBRO,900,461.85,15,PLAFON
 LAMP LED AR111 9W GU10 810LM 3000k,85,53, NOVEMBRO,1020,384,12,LAMP
 LAMP LED BULBO TKL 9W 900lm E27 6500K,12,5.75, NOVEMBRO,252,131.25,21,LAMP
 LAMP LED BULBO TKL 9W 900lm E27 4000K,25,14.29, NOVEMBRO,500,214.2,20,LAMP
 LAMPADA LED TKL60 9W 3000K 803LM,12,5.62, NOVEMBRO,384,204.16,32,LAMPADA
 LAMP LED BULBO TKL 6W 500 E27 4000K,20,12.9, NOVEMBRO,420,149.1,21,LAMP
 LAMP LED BULBO TKL 4.9W 500lm E27 3000K,11,6.58, NOVEMBRO,374,150.28,34,LAMP
 LUMINARIA LED TL SLIM 20 AUTOVOLT 4000K BRANCA,320,177.53, NOVEMBRO,0,0,0,LUMINARIA
 LUMINARIA LED TL SLIM 10 AUTOVOLT 4000K BRANCA,200,85.28, NOVEMBRO,200,114.72,1,LUMINARIA
 PLAFON LED 24W 3000K SOBREPOR QUADRADO TLPQ PAINEL DE LED BRANCO,110,54.83, NOVEMBRO,220,110.34,2,PLAFON
 PLAFON LED 30W 3000K SOBREPOR REDONDO,110,76.62, NOVEMBRO,110,33.38,1,PLAFON
 PLAFON LED 12W 3000K QUADRADO TLPQ PAINEL DE LED BRANCO,45,21.69, NOVEMBRO,585,303.03,13,PLAFON
 Tartaruga TTL 05 retangular 1xG9 3000K 127V LED BR,100,69.12, NOVEMBRO,300,92.64,3,Tartaruga
 PENDENTE TD 902 PRETO TEXTURARIZADO GRANDE,500,317.79, NOVEMBRO,0,0,0,PENDENTE
 PENDENTE TD 902 BRANCO TEXTURARIZADO,270,137.09, NOVEMBRO,270,132.91,1,PENDENTE
 LAMP LED TDL 07 6W 4000K GU-10,30,17.36, NOVEMBRO,1380,581.44,46,LAMP
 REFLETOR LED 50W SLIM 6500K PRETO,140,63.9, DEZEMBRO,2800,1522,20,REFLETOR
 LAMPADA LED TKL60 12W 3000K 1018LM,16,7.99, DEZEMBRO,3264,1634.04,204,LAMPADA
 PAINEL DE LED LUX 62X62 36W SOBREPOR 4000K,350,191, DEZEMBRO,9450,4293,27,PAINEL
 PAINEL DE LED LUX 62X62 36W SOBREPOR 3000K,350,191, DEZEMBRO,5950,2703,17,PAINEL
 PAINEL LED LUX 62X62 36W EMBUTIR 4000K 2520LM,315,174.99, DEZEMBRO,5040,2240.16,16,PAINEL
 PAINEL LED LUX 40X40 SPBREPOR 4000K,260,157.5, DEZEMBRO,3380,1332.5,13,PAINEL
 PAINEL LED LUX 40X40 32W 4000K EMBUTIT,220,110.64, DEZEMBRO,2420,1202.96,11,PAINEL
 PLAFON LED 24w QUADRADO SOBREPOR 4000K,90,41.49, DEZEMBRO,3150,1697.85,35,PLAFON
 PAINEL LED 18W LUX QUADRADO SOBREPOR 4000K,55,28.32, DEZEMBRO,2310,1120.56,42,PAINEL
 PAINEL LED 12W QUADRADO SOBREPOR 4000K,40,22.66, DEZEMBRO,680,294.78,17,PAINEL
 PAINEL LED 18W LUX REDONDO QUADRADO SOBREPOR 4000K,50,24.24, DEZEMBRO,1850,953.12,37,PAINEL
 PLAFON 18W QUADRADO EMBUTIE 4000K,55,25.2, DEZEMBRO,1705,923.8,31,PLAFON
 PAINEL LED 12W REDONDO EMBUTIR 4000K,35,20.22, DEZEMBRO,455,192.14,13,PAINEL
 PENDENTE TASCHIBRA TEARS 5XE27 PRETA,250,134.56, DEZEMBRO,250,115.44,1,PENDENTE
 DRIVE PARA PAINEL LED 24W AUTOVOLT,25,11.33, DEZEMBRO,650,355.42,26,DRIVE
 DRIVE PARA PAINEL LED 18W LUX AUTOVOLT,20,9.24, DEZEMBRO,580,312.04,29,DRIVE
 PAINEL LED 24W QUADRADO SOBREPOR 3000K,80,38.95, DEZEMBRO,3120,1600.95,39,PAINEL
 PAINEL DE LED 18W QUADRADO SOBREPOR 3000K,65,32.79, DEZEMBRO,2470,1223.98,38,PAINEL
 PAINEL LED 12W LUX QUADRADO SOBREPOR 3000K,50,24.4, DEZEMBRO,1550,793.6,31,PAINEL
 PAINEL LED 18W LUX QUADRADO EMBUTIR - 3000K,55,27.99, DEZEMBRO,1980,972.36,36,PAINEL
 PENDENTE BALOON 1xE27 BRANCA,140,81, DEZEMBRO,280,118,2,PENDENTE
 PENDENTE BALOON 1xE27 PRETO,140,83.58, DEZEMBRO,0,0,0,PENDENTE
 REFLETOR LED 50W 6500K PRETO,180,91.4, DEZEMBRO,2700,1329,15,REFLETOR
 LAMPADA MINI DICROICA 3.5W 3000K 210LM,25,13.73, DEZEMBRO,700,315.56,28,LAMPADA
 REFLETOR LED 30W 3000K PRETO,120,66.78, DEZEMBRO,2760,1224.06,23,REFLETOR
 REFLETOR TR LRD 10W SLIM 6500K PRETO,60,34.09, DEZEMBRO,2040,880.94,34,REFLETOR
 REFLETOR TR LED 10W SLIM 3000K PRETO,55,27.3, DEZEMBRO,2200,1108,40,REFLETOR
 LAMPADA LED FIREWORKS VINTAGE D95,100,57.29, DEZEMBRO,2500,1067.75,25,LAMPADA
 LAMPADA LED FIREWORKS VINTAGE G125,120,65.68, DEZEMBRO,1920,869.12,16,LAMPADA
 LAMP LED AR111 24° 12W 2700K,100,59.19, DEZEMBRO,4100,1673.21,41,LAMP
 LAMPADA LED AR70 4.8W 2700K DIMERIZAVEL GU10,90,51.25, DEZEMBRO,4950,2131.25,55,LAMPADA
 LAMPADA MINI DICROICA DIMERIZAVEL 3.5W 3000K 210LM,60,33.2, DEZEMBRO,1020,455.6,17,LAMPADA
 LUMINARIA DE EMERGENCIA LED PRATIC,40,23.98, DEZEMBRO,2680,1073.34,67,LUMINARIA
 PENDENTE TASCHIBRA DOT METAL E COBRE,80,48.02, DEZEMBRO,0,0,0,PENDENTE
 TARTARUGA FORCE LED 12W 3000K,70,40.08, DEZEMBRO,0,0,0,TARTARUGA
 LAM.LED FILAMENTO VINTAGE DIM. ST64 127V AMBAR,50,28.76, DEZEMBRO,800,339.84,16,LAM.LED
 LAMPADA LED FILAMENTO VINTAGE GLOBO G80 AMBAR,45,24.44, DEZEMBRO,945,431.76,21,LAMPADA
 LAMPADA LED FILAMENTO VINTAGE ST64 AMBAR,40,22.6, DEZEMBRO,920,400.2,23,LAMPADA
 LAMPADA LED FILAMENTO VINTAGE 4W ST AMBAR,40,19.9, DEZEMBRO,1040,522.6,26,LAMPADA
 PENDENTE TASCHIBRA AISHA BOREAL CONHAQUE 1xE27,120,70.33, DEZEMBRO,120,49.67,1,PENDENTE
 PENDENTE TASCHIBRA SARAH BOREAL CONHAQUE 1xE27,120,74.37, DEZEMBRO,0,0,0,PENDENTE
 PENDENTE TASCHIBRA YASMIN BOREAL CONHAQUE 1xE27,110,66.73, DEZEMBRO,220,86.54,2,PENDENTE
 VELA LED DECORATIVA 15 CM PILHA AMARELO,24.99,14.85, DEZEMBRO,249.9,101.4,10,VELA
 VELA LED DECORATIVA 10CM PILHA AMARELA,22.99,13.99, DEZEMBRO,206.91,81,9,VELA
 PENDENTE TASCHIBRA LAYLA P CANELADO CONHAQUE 1xE27,120,76.51, DEZEMBRO,240,86.98,2,PENDENTE
 PENDENTE TASCHIBRA BADIH P BOREAL CONHAQUE 1xE27 PT,120,73.4, DEZEMBRO,0,0,0,PENDENTE
 LAMP.LED TKL 30 4.9W 6500K,10,6.3, DEZEMBRO,530,196.1,53,LAMP.LED
 LAMPADA LED TKL30 4.9W 3000K 400LM,10,5.39, DEZEMBRO,720,331.92,72,LAMPADA
 DRIVE TASCHIBRA PARA PAINEL LED 30 / 24W AUTO VOLT,20,11.39, DEZEMBRO,0,0,0,DRIVE
 DRIVE TASCHIBRA PARA PAINEL LED 22 / 18W AUTO VOLT,20,9.29, DEZEMBRO,220,117.81,11,DRIVE
 LUMINARIA LED SLIM 20 EMB. 4000K BRANCA,310,177.56, DEZEMBRO,0,0,0,LUMINARIA
 LUMINARIA LED SLIM 10 EMB. 4000K BRANCA,180,87.5, DEZEMBRO,0,0,0,LUMINARIA
 PLAFON LED QUADRADO 18W SOB.3000K,70,37.83, DEZEMBRO,630,289.53,9,PLAFON
 PLAFON LED REDONDO 18W SOB.3000K,80,33.71, DEZEMBRO,960,555.48,12,PLAFON
 PAINEL LED 3W QUADRADO EMBUTIR 3000K,20,10.8, DEZEMBRO,460,211.6,23,PAINEL
 PAINEL LED 3W REDONDO EMBUTIR 3000K,20,10.26, DEZEMBRO,380,185.06,19,PAINEL
 SPOT EMB.LED 5W 3000K QUADRADO,35,21.51, DEZEMBRO,1330,512.62,38,SPOT
 DIFUSOR EM POLICARBONATO PARA TKL 5400,50,34.55, DEZEMBRO,700,216.3,14,DIFUSOR
 LAM.HIGH LED 5400 61W 6500K E27,279,176.51, DEZEMBRO,279,102.49,1,LAM.HIGH
 LAM.LED TDL35 4.9W 350LM 3000K GU10 DICROICA,20,11, DEZEMBRO,260,117,13,LAM.LED
 LAM.LED 250 3000K GU10,18,14.8, DEZEMBRO,576,102.4,32,LAM.LED
 ESPETO LED SOLAR PRATIC 3000K,60,43.63, DEZEMBRO,660,180.07,11,ESPETO
 LAMP HIGH LED TKL 4800 E27 6500K,200,19.54, DEZEMBRO,400,360.92,2,LAMP
 LAMP HIGH LED TKL 3600 E27 6500K,120,78.2, DEZEMBRO,1080,376.2,9,LAMP
 LAMP HIGH LED TKL 2700 E27 6500K,70,37.44, DEZEMBRO,910,423.28,13,LAMP
 PAINEL LED 30 QUADRADO 24W EMBUTIR 4000K,80,48.34, DEZEMBRO,1200,474.9,15,PAINEL
 PAINEL LED 18W EMB.4000K,50,28.01, DEZEMBRO,950,417.81,19,PAINEL
 PLAFON LED 12W 4000K EMBUTIR QUADRADO PAINEL DE LED BRANCO,35,18.27, DEZEMBRO,1015,485.17,29,PLAFON
 PLAFON LED 12W 4000K EMBUTIR REDONDO PAINEL DE LED BRANCO,38,22.49, DEZEMBRO,1102,449.79,29,PLAFON
 PAINEL LED 30 QUADRADO 24W SOBREPOR 4000K,110,54.83, DEZEMBRO,550,275.85,5,PAINEL
 PAINEL DE LED 22 QUADRADO SOBREPOR 4000K,60,33.26, DEZEMBRO,780,347.62,13,PAINEL
 PAINEL LED 12W QUADRADO SOBREPOR 4000K,40,21.76, DEZEMBRO,600,273.6,15,PAINEL
 LAM.LED G9 3W 200LM 3000K HALLOPIN,35,20.61, DEZEMBRO,910,374.14,26,LAM.LED
 LAM.LED TKL 1400 6500K,33,19.67, DEZEMBRO,1089,439.89,33,LAM.LED
 LAM.LED VELA TVL 250 CLARA 3000K,30,13, DEZEMBRO,1110,629,37,LAM.LED
 LAMPADA LED TKL100 15W 6500K 1507LM,30,12.6, DEZEMBRO,1050,609,35,LAMPADA
 LAMP LED BULBO TKL 15W 1507lm E27 3000K,30,16.87, DEZEMBRO,630,275.73,21,LAMP
 LAMP LED BULBO TKL 11W 1100lm E27 6500K,30,18.68, DEZEMBRO,780,294.32,26,LAMP
 LAMPADA LED TKL75 9.9W 4000K 1018LM,17,8.39, DEZEMBRO,408,206.64,24,LAMPADA
 LAMPADA LED TKL75 9.9W 3000K 1018LM,18,9.74, DEZEMBRO,360,165.2,20,LAMPADA
 PENDENTE ARAMADO UNI 605 1XE27,480,217.98, DEZEMBRO,0,0,0,PENDENTE
 CALHA BRILHARE 2X16 LED BRANCA,70,40.06, DEZEMBRO,280,119.76,4,CALHA
 LUMINARIA FIT LED 1X9W AUTOVOLT 6500k BRANCA,70,44.22, DEZEMBRO,0,0,0,LUMINARIA
 LAMP LED PAR 20 7W VERDE IP65 E27,40,25.38, DEZEMBRO,1160,423.98,29,LAMP
 PLAFON LED QUADRADO FIT TSQL 18W / 22W 3000K,50,26.74, DEZEMBRO,450,209.34,9,PLAFON
 PLAFON LED 22 REDONDO EMB. 3000K,60,29.21, DEZEMBRO,840,431.06,14,PLAFON
 LAMP LED AR111 9W GU10 810LM 3000k,85,53, DEZEMBRO,1190,448,14,LAMP
 LAMP LED BULBO TKL 9W 900lm E27 6500K,12,5.75, DEZEMBRO,300,156.25,25,LAMP
 LAMP LED BULBO TKL 9W 900lm E27 4000K,25,14.29, DEZEMBRO,575,246.33,23,LAMP
 LAMPADA LED TKL60 9W 3000K 803LM,12,5.62, DEZEMBRO,360,191.4,30,LAMPADA
 LAMP LED BULBO TKL 6W 500 E27 4000K,20,12.9, DEZEMBRO,460,163.3,23,LAMP
 LAMP LED BULBO TKL 4.9W 500lm E27 3000K,11,6.58, DEZEMBRO,374,150.28,34,LAMP
 LUMINARIA LED TL SLIM 20 AUTOVOLT 4000K BRANCA,320,177.53, DEZEMBRO,320,142.47,1,LUMINARIA
 LUMINARIA LED TL SLIM 10 AUTOVOLT 4000K BRANCA,200,85.28, DEZEMBRO,0,0,0,LUMINARIA
 PLAFON LED 24W 3000K SOBREPOR QUADRADO TLPQ PAINEL DE LED BRANCO,110,54.83, DEZEMBRO,0,0,0,PLAFON
 PLAFON LED 30W 3000K SOBREPOR REDONDO,110,76.62, DEZEMBRO,110,33.38,1,PLAFON
 PLAFON LED 12W 3000K QUADRADO TLPQ PAINEL DE LED BRANCO,45,21.69, DEZEMBRO,675,349.65,15,PLAFON
 Tartaruga TTL 05 retangular 1xG9 3000K 127V LED BR,100,69.12, DEZEMBRO,0,0,0,Tartaruga
 PENDENTE TD 902 PRETO TEXTURARIZADO GRANDE,500,317.79, DEZEMBRO,0,0,0,PENDENTE
 PENDENTE TD 902 BRANCO TEXTURARIZADO,270,137.09, DEZEMBRO,0,0,0,PENDENTE
 LAMP LED TDL 07 6W 4000K GU-10,30,17.36, DEZEMBRO,1380,581.44,46,LAMP